method,metric,tau,protocol_1,protocol_2,folds,n,delta,delta_ci_lo,delta_ci_hi,W,p_wilcoxon,p_perm,r_rb,direction,n_boot,perm_exact,p_wilcoxon_holm,p_perm_holm,sig,sig_perm,concordant,flag,p_raw,p_holm,mean_delta
AsyCo,MacroAUC,0.0,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.010523888033879669,-0.018032977071834367,-0.002535834074939702,7.0,0.037109375,0.03515625,-0.7454545454545455,-1,10000,True,0.07421875,0.0703125,n.s.,n.s.,True,,0.037109375,0.07421875,-0.010523888033879669
AsyCo,MacroAUC,0.0,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.052006630664763784,-0.06968593072369511,-0.033983111117583946,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.0234375,0.0234375,-*,-*,True,,0.00390625,0.0234375,-0.052006630664763784
AsyCo,MacroAUC,0.0,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.03569745308810497,0.01793657477337865,0.049341068127578686,5.0,0.01953125,0.01171875,0.8181818181818181,1,10000,True,0.05859375,0.03515625,n.s.,+*,False,!,0.01953125,0.05859375,0.03569745308810497
AsyCo,MacroAUC,0.0,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.005785289542779149,-0.023692307614744557,0.011238197066302632,22.0,0.625,0.55078125,-0.19999999999999996,-1,10000,True,0.625,0.55078125,n.s.,n.s.,True,,0.625,0.625,-0.005785289542779149
AsyCo,MacroAUC,0.0,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.04148274263088412,-0.05645924797376744,-0.025303911446819774,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.0234375,0.0234375,-*,-*,True,,0.00390625,0.0234375,-0.04148274263088412
AsyCo,MacroAUC,0.1,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.03936327190349753,-0.06075576302835963,-0.01786093681571598,3.0,0.009765625,0.009765625,-0.8909090909090909,-1,10000,True,0.05859375,0.05859375,n.s.,n.s.,True,,0.009765625,0.05859375,-0.03936327190349753
AsyCo,MacroAUC,0.1,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.018429514694634462,-0.03298109834919241,-0.0025439131734175707,9.0,0.064453125,0.05859375,-0.6727272727272727,-1,10000,True,0.1953125,0.17578125,n.s.,n.s.,True,,0.064453125,0.1953125,-0.018429514694634462
AsyCo,MacroAUC,0.1,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03353723514706882,-0.0523790009597864,-0.01036109880690696,7.0,0.037109375,0.0234375,-0.7454545454545455,-1,10000,True,0.185546875,0.1171875,n.s.,n.s.,True,,0.037109375,0.185546875,-0.03353723514706882
AsyCo,MacroAUC,0.1,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.02093375720886307,0.004236678436476796,0.03688858245119821,8.0,0.048828125,0.04296875,0.7090909090909091,1,10000,True,0.1953125,0.171875,n.s.,n.s.,True,,0.048828125,0.1953125,0.02093375720886307
AsyCo,MacroAUC,0.1,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.005826036756428709,-0.01803411510741787,0.03287031237137024,27.0,1.0,0.703125,0.018181818181818188,1,10000,True,1.0,0.703125,n.s.,n.s.,True,,1.0,1.0,0.005826036756428709
AsyCo,MacroAUC,0.1,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.015107720452434359,-0.03425155162029,0.011789988790757234,10.0,0.083984375,0.265625,-0.6363636363636364,-1,10000,True,0.1953125,0.53125,n.s.,n.s.,True,,0.083984375,0.1953125,-0.015107720452434359
AsyCo,MacroAUC,0.2,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.039188305431828344,-0.05904348930034773,-0.020734484663825402,2.0,0.005859375,0.005859375,-0.9272727272727272,-1,10000,True,0.029296875,0.029296875,-*,-*,True,,0.005859375,0.029296875,-0.039188305431828344
AsyCo,MacroAUC,0.2,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.01759665487731339,-0.034938368482485424,-0.001290711267854673,10.0,0.083984375,0.08203125,-0.6363636363636364,-1,10000,True,0.251953125,0.2109375,n.s.,n.s.,True,,0.083984375,0.251953125,-0.01759665487731339
AsyCo,MacroAUC,0.2,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03461319001901011,-0.05082829111919487,-0.015315806177631425,4.0,0.013671875,0.01171875,-0.8545454545454545,-1,10000,True,0.0546875,0.046875,n.s.,-*,False,!,0.013671875,0.0546875,-0.03461319001901011
AsyCo,MacroAUC,0.2,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.021591650554514952,0.014205723500267897,0.02897779220115363,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.021591650554514952
AsyCo,MacroAUC,0.2,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.004575115412818231,-0.0118540328132802,0.023214798775709377,27.0,1.0,0.66015625,0.018181818181818188,1,10000,True,1.0,0.66015625,n.s.,n.s.,True,,1.0,1.0,0.004575115412818231
AsyCo,MacroAUC,0.2,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.01701653514169672,-0.03217765888159845,-0.0009180568193908223,11.0,0.10546875,0.0703125,-0.6,-1,10000,True,0.251953125,0.2109375,n.s.,n.s.,True,,0.10546875,0.251953125,-0.01701653514169672
AsyCo,MacroAUC,0.3,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.01926877850752178,-0.04268029014231694,0.003947528203547887,13.0,0.16015625,0.15625,-0.5272727272727273,-1,10000,True,0.48046875,0.46875,n.s.,n.s.,True,,0.16015625,0.48046875,-0.01926877850752178
AsyCo,MacroAUC,0.3,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.007909006469441381,-0.017437028995029604,0.0018171923679305567,14.0,0.193359375,0.1640625,-0.49090909090909096,-1,10000,True,0.48046875,0.46875,n.s.,n.s.,True,,0.193359375,0.48046875,-0.007909006469441381
AsyCo,MacroAUC,0.3,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.04055960242399461,-0.054305205979188566,-0.02655445316440077,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01953125,0.01953125,-*,-*,True,,0.00390625,0.01953125,-0.04055960242399461
AsyCo,MacroAUC,0.3,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.011359772038080395,-0.010717524790356278,0.030256817556864848,16.0,0.275390625,0.322265625,0.4181818181818182,1,10000,True,0.48046875,0.46875,n.s.,n.s.,True,,0.275390625,0.48046875,0.011359772038080395
AsyCo,MacroAUC,0.3,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.021290823916472836,-0.038216628245160617,-0.006907677945298413,5.0,0.01953125,0.01953125,-0.8181818181818181,-1,10000,True,0.078125,0.078125,n.s.,n.s.,True,,0.01953125,0.078125,-0.021290823916472836
AsyCo,MacroAUC,0.3,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03265059595455323,-0.04030774257170706,-0.024545440400670093,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03265059595455323
AsyCo,MacroAUC,0.4,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.056815336482474256,-0.0784113644300554,-0.028523606175770745,3.0,0.009765625,0.0078125,-0.8909090909090909,-1,10000,True,0.048828125,0.0390625,-*,-*,True,,0.009765625,0.048828125,-0.056815336482474256
AsyCo,MacroAUC,0.4,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.02110843213125819,-0.03044703971063844,-0.009726107491154174,5.0,0.01953125,0.01171875,-0.8181818181818181,-1,10000,True,0.048828125,0.0390625,-*,-*,True,,0.01953125,0.048828125,-0.02110843213125819
AsyCo,MacroAUC,0.4,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05484744245211681,-0.07442740740014757,-0.03058044116511871,2.0,0.005859375,0.005859375,-0.9272727272727272,-1,10000,True,0.03515625,0.03515625,-*,-*,True,,0.005859375,0.03515625,-0.05484744245211681
AsyCo,MacroAUC,0.4,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.03570690435121606,0.01502376155316239,0.05461835241879759,3.0,0.009765625,0.009765625,0.8909090909090909,1,10000,True,0.048828125,0.0390625,+*,+*,True,,0.009765625,0.048828125,0.03570690435121606
AsyCo,MacroAUC,0.4,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.0019678940303574422,-0.007283384671470659,0.011853848620397733,27.0,1.0,0.70703125,0.018181818181818188,1,10000,True,1.0,0.70703125,n.s.,n.s.,True,,1.0,1.0,0.0019678940303574422
AsyCo,MacroAUC,0.4,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03373901032085862,-0.04917659775572905,-0.01816814244239189,3.0,0.009765625,0.0078125,-0.8909090909090909,-1,10000,True,0.048828125,0.0390625,-*,-*,True,,0.009765625,0.048828125,-0.03373901032085862
AsyCo,MacroAUC,0.5,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.057125160413635745,-0.06887071708259186,-0.040718033032893536,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.015625,0.015625,-*,-*,True,,0.00390625,0.015625,-0.057125160413635745
AsyCo,MacroAUC,0.5,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.00638600801794782,-0.01771350079244577,0.004382330461557203,18.0,0.375,0.298828125,-0.34545454545454546,-1,10000,True,0.75,0.59765625,n.s.,n.s.,True,,0.375,0.75,-0.00638600801794782
AsyCo,MacroAUC,0.5,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05580296700095165,-0.06767832054840411,-0.04077177635751918,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.015625,0.015625,-*,-*,True,,0.00390625,0.015625,-0.05580296700095165
AsyCo,MacroAUC,0.5,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.05073915239568792,0.03727849469132389,0.06316877643123556,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.05073915239568792
AsyCo,MacroAUC,0.5,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.0013221934126840917,-0.007287967624076565,0.008691309338355295,22.0,0.625,0.771484375,0.19999999999999996,1,10000,True,0.75,0.771484375,n.s.,n.s.,True,,0.625,0.75,0.0013221934126840917
AsyCo,MacroAUC,0.5,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.049416958983003835,-0.06248195177667424,-0.0359194690190213,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.049416958983003835
