protocol,metric,method,tau,folds,n,delta,delta_ci_lo,delta_ci_hi,W,p_wilcoxon,p_perm,r_rb,direction,n_boot,perm_exact,p_wilcoxon_holm,p_perm_holm,sig,sig_perm,concordant,flag,p_raw,p_holm,mean_delta
AP,MacroF1,SCE,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.13928845485715644,0.12891512789992354,0.15095653035889284,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.13928845485715644
AP,MacroF1,SCE,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.08857514266816954,0.07952888912827376,0.09789495193418941,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.08857514266816954
AP,MacroF1,SCE,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.06368457631676347,0.05314611401498629,0.07411837559193497,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.06368457631676347
AP,MacroF1,ELR,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.15072564575709596,-0.18276924242743145,-0.10814837401591945,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.0234375,0.0234375,-*,-*,True,,0.00390625,0.0234375,-0.15072564575709596
AP,MacroF1,ELR,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.005471576604235323,-0.011452725328675568,0.0003430802536124252,13.0,0.16015625,0.125,-0.5272727272727273,-1,10000,True,0.48046875,0.3984375,n.s.,n.s.,True,,0.16015625,0.48046875,-0.005471576604235323
AP,MacroF1,ELR,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.004439533633558185,-0.0031841922546046366,0.011763270859985235,16.0,0.275390625,0.30078125,0.4181818181818182,1,10000,True,0.55078125,0.6015625,n.s.,n.s.,True,,0.275390625,0.55078125,0.004439533633558185
AP,MacroF1,ELR,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.002753343058988708,-0.004186253007988856,0.009403320680289984,22.0,0.625,0.453125,0.19999999999999996,1,10000,True,0.625,0.6015625,n.s.,n.s.,True,,0.625,0.625,0.002753343058988708
AP,MacroF1,ELR,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.007438708753748147,-0.012174737769566525,-0.0025801165328148495,5.0,0.01953125,0.021484375,-0.8181818181818181,-1,10000,True,0.09765625,0.107421875,n.s.,n.s.,True,,0.01953125,0.09765625,-0.007438708753748147
AP,MacroF1,ELR,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.008215006849212711,-0.015418757475690183,0.0007862213863182116,10.0,0.083984375,0.099609375,-0.6363636363636364,-1,10000,True,0.3359375,0.3984375,n.s.,n.s.,True,,0.083984375,0.3359375,-0.008215006849212711
AP,MacroF1,AsyCo,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.13281114621598342,-0.1563332966236677,-0.10879052914225455,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.13281114621598342
AP,MacroF1,AsyCo,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.03208424496230868,0.018619460987365388,0.0453426226932566,2.0,0.005859375,0.005859375,0.9272727272727272,1,10000,True,0.029296875,0.029296875,+*,+*,True,,0.005859375,0.029296875,0.03208424496230868
AP,MacroF1,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.020760772789731756,0.005655235165614224,0.035947220885910305,6.0,0.02734375,0.03125,0.7818181818181819,1,10000,True,0.08203125,0.0703125,n.s.,n.s.,True,,0.02734375,0.08203125,0.020760772789731756
AP,MacroF1,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.01951554167265882,0.007808883055228742,0.03092005236727637,4.0,0.013671875,0.017578125,0.8545454545454545,1,10000,True,0.0546875,0.0703125,n.s.,n.s.,True,,0.013671875,0.0546875,0.01951554167265882
AP,MacroF1,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.01951833576381135,0.0027199807351742434,0.03745424939280152,9.0,0.064453125,0.060546875,0.6727272727272727,1,10000,True,0.08203125,0.0703125,n.s.,n.s.,True,,0.064453125,0.08203125,0.01951833576381135
AP,MacroF1,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.022359122617975093,0.008529745592388737,0.03671351758821735,6.0,0.02734375,0.01953125,0.7818181818181819,1,10000,True,0.08203125,0.0703125,n.s.,n.s.,True,,0.02734375,0.08203125,0.022359122617975093
AP,MacroAUC,SCE,0.0,"0,1,2,3,4,5,6,7,8,9",10,0.01393713776038974,0.009693173397610633,0.01785216011060505,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.01393713776038974
AP,MacroAUC,SCE,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.03179378421920798,0.025445180028940015,0.038759537298762664,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.03179378421920798
AP,MacroAUC,SCE,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.027657912385133897,0.021964576725991412,0.033031831843041266,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.027657912385133897
AP,MacroAUC,SCE,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.031993009557234484,0.021143832948011945,0.04306064316345859,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.031993009557234484
AP,MacroAUC,SCE,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.013359441643390113,0.008959480097773706,0.017896064475184967,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.013359441643390113
AP,MacroAUC,SCE,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.019068292455673107,0.006588274943306748,0.03422965079943928,4.0,0.013671875,0.01171875,0.8545454545454545,1,10000,True,0.013671875,0.01171875,+*,+*,True,,0.013671875,0.013671875,0.019068292455673107
AP,MacroAUC,ELR,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.04805433835830275,-0.05877826401925777,-0.03624325806814023,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04805433835830275
AP,MacroAUC,ELR,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.01867124958158901,-0.021898554902893642,-0.015323216100408031,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.01867124958158901
AP,MacroAUC,ELR,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.016179577662380384,-0.021938369078518326,-0.01112988794872804,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.016179577662380384
AP,MacroAUC,ELR,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.008747015356506104,-0.019092637013752467,0.0015722714298132129,12.0,0.130859375,0.15234375,-0.5636363636363637,-1,10000,True,0.130859375,0.15234375,n.s.,n.s.,True,,0.130859375,0.130859375,-0.008747015356506104
AP,MacroAUC,ELR,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.01930222803114101,-0.02368010496340072,-0.015204834173333825,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.01930222803114101
AP,MacroAUC,ELR,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.017228759917326485,-0.02499825826569814,-0.00878103443459125,3.0,0.009765625,0.0078125,-0.8909090909090909,-1,10000,True,0.01953125,0.015625,-*,-*,True,,0.009765625,0.01953125,-0.017228759917326485
AP,MacroAUC,AsyCo,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.02972248933492829,-0.04616369526266503,-0.01584739937850948,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01953125,0.01953125,-*,-*,True,,0.00390625,0.01953125,-0.02972248933492829
AP,MacroAUC,AsyCo,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.01515740364610938,-0.03326951286099031,-0.0021653654702147767,8.0,0.048828125,0.052734375,-0.7090909090909091,-1,10000,True,0.111328125,0.111328125,n.s.,n.s.,True,,0.048828125,0.111328125,-0.01515740364610938
AP,MacroAUC,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.00943626108483513,-0.026566847314262,0.005247234977059381,17.0,0.322265625,0.322265625,-0.38181818181818183,-1,10000,True,0.322265625,0.322265625,n.s.,n.s.,True,,0.322265625,0.322265625,-0.00943626108483513
AP,MacroAUC,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.01538170552655086,0.0038615997067128534,0.025689021803847394,7.0,0.037109375,0.037109375,0.7454545454545455,1,10000,True,0.111328125,0.111328125,n.s.,n.s.,True,,0.037109375,0.111328125,0.01538170552655086
AP,MacroAUC,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.017411696306583624,0.011492316536807861,0.023356669049856792,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.017411696306583624
AP,MacroAUC,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.02486609537645188,0.014418646464019198,0.03568748916250202,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.01953125,0.01953125,+*,+*,True,,0.00390625,0.01953125,0.02486609537645188
